index;CD_MUNICIPIO_IBGE;Município;UF;Turno;Nome candidato;Partido;Cargo;Votos válidos;Votos nominais;ano;renda_pc;prop_ocupados_agropecuaria;prop_ocupados_comercio;prop_ocupados_construcao;prop_ocupados_servicos;prop_ocupados_transformacao;idhm;idhm_r
37378;3139706;MARAVILHAS;MG;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;5045;35;2010.0;442.51;29.92;15.0;8.34;31.3;10.24;0.672;0.645
37379;5201405;APARECIDA DE GOIÂNIA;GO;1;VERA LUCIA PEREIRA DA SILVA SALGADO;PSTU;Presidente;252962;35;2010.0;689.3;1.44;17.22;12.01;45.25;13.84;0.718;0.716
37380;5221601;URUAÇU;GO;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;21562;35;2010.0;797.52;12.79;18.45;11.39;41.06;7.14;0.737;0.74
37381;3203346;MARECHAL FLORIANO;ES;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;10423;35;2010.0;683.63;34.86;12.09;6.67;32.19;5.7;0.71;0.715
37382;2211704;WALL FERRAZ;PI;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;3361;35;2010.0;195.12;60.84;5.15;7.02;21.03;2.43;0.544;0.513
37383;3146107;OURO PRETO;MG;1;SOFIA PADUA MANZANO;PCB;Presidente;48979;35;2010.0;710.55;6.53;13.14;11.7;49.65;7.46;0.741;0.721
37384;2605707;FLORESTA;PE;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;18118;35;2010.0;310.39;37.56;17.7;6.97;32.7;2.26;0.626;0.588
37385;3104908;BAEPENDI;MG;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;11644;35;2010.0;497.21;17.39;18.22;6.1;34.92;18.26;0.681;0.664
37386;2105450;JATOBÁ;MA;1;SIMONE NASSAR TEBET;MDB;Presidente;4954;35;2010.0;206.58;52.18;3.98;7.34;22.73;5.92;0.561;0.522
37387;1200427;RODRIGUES ALVES;AC;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;8866;35;2010.0;200.58;46.82;3.04;1.15;30.56;11.77;0.567;0.518
37388;2904050;BONITO;BA;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;9346;35;2010.0;249.0;65.36;6.53;2.98;22.38;0.99;0.561;0.552
37389;2805604;PORTO DA FOLHA;SE;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;17975;35;2010.0;226.66;54.52;6.78;6.49;25.37;3.66;0.568;0.537
37390;3525003;JANDIRA;SP;1;SOFIA PADUA MANZANO;PCB;Presidente;60791;35;2010.0;792.33;0.18;12.87;8.55;50.22;17.54;0.76;0.738
37391;2906501;CANDEIAS;BA;1;KELMON LUIS DA SILVA SOUZA;PTB;Presidente;50238;35;2010.0;462.57;3.28;12.65;12.08;41.07;14.13;0.691;0.652
37392;2201150;BAIXA GRANDE DO RIBEIRO;PI;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;8217;35;2010.0;225.94;45.69;8.0;6.1;31.7;2.36;0.564;0.537
37393;5006358;PARANHOS;MS;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;6054;35;2010.0;271.52;26.34;13.18;5.48;39.79;5.17;0.588;0.566
37394;3556503;VÁRZEA PAULISTA;SP;1;LEONARDO PÉRICLES VIEIRA ROQUE;UP;Presidente;63654;35;2010.0;706.02;1.06;14.67;8.07;38.1;27.04;0.759;0.72
37395;5209606;HEITORAÍ;GO;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;3025;35;2010.0;487.99;43.51;5.38;3.78;33.26;9.31;0.694;0.661
37396;3523503;ITATINGA;SP;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;10194;35;2010.0;568.58;31.67;12.34;4.96;34.77;12.68;0.706;0.685
37397;5215801;PALMELO;GO;1;CIRO FERREIRA GOMES;PDT;Presidente;1754;35;2010.0;769.47;19.56;9.18;4.96;47.57;11.07;0.73;0.734
37398;1505908;PORTO DE MOZ;PA;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;17069;35;2010.0;193.52;48.76;4.51;3.5;24.83;5.88;0.503;0.512
37399;4207205;IMARUÍ;SC;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;7354;35;2010.0;516.73;36.5;9.66;10.49;26.45;9.96;0.667;0.67
37400;5106828;PORTO ESPERIDIÃO;MT;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;5448;35;2010.0;504.99;40.15;8.23;7.1;30.66;3.95;0.652;0.666
37401;3103504;ARAGUARI;MG;1;KELMON LUIS DA SILVA SOUZA;PTB;Presidente;66624;35;2010.0;798.63;12.95;15.42;8.61;43.26;13.61;0.773;0.74
37402;2920007;MAIQUINIQUE;BA;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;5431;35;2010.0;306.24;32.7;9.56;6.6;28.11;13.62;0.576;0.586
37403;3159357;SANTA RITA DE MINAS;MG;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;4339;35;2010.0;395.61;36.64;10.58;6.48;29.88;11.56;0.613;0.627
37404;4219358;VITOR MEIRELES;SC;1;CIRO FERREIRA GOMES;PDT;Presidente;3534;35;2010.0;599.02;53.67;4.58;4.61;15.78;16.71;0.673;0.694
37405;3155702;RIO PIRACICABA;MG;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;8941;35;2010.0;516.18;23.19;9.66;13.71;34.0;5.82;0.685;0.67
37406;5216908;PILAR DE GOIÁS;GO;1;CIRO FERREIRA GOMES;PDT;Presidente;2758;35;2010.0;467.97;47.72;5.25;9.21;30.32;1.4;0.684;0.654
37407;2404903;ITAÚ;RN;1;SIMONE NASSAR TEBET;MDB;Presidente;3915;35;2010.0;310.63;29.98;11.96;9.82;38.49;5.59;0.614;0.588
37408;2414308;TIMBAÚBA DOS BATISTAS;RN;1;SIMONE NASSAR TEBET;MDB;Presidente;2073;35;2010.0;365.42;19.33;9.5;8.46;33.34;25.94;0.64;0.614
37409;3108602;BRASÍLIA DE MINAS;MG;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;18590;35;2010.0;360.93;37.45;13.82;6.79;34.25;4.99;0.656;0.612
37410;4203808;CANOINHAS;SC;1;KELMON LUIS DA SILVA SOUZA;PTB;Presidente;32493;35;2010.0;692.87;22.95;16.27;6.01;37.31;13.11;0.757;0.717
37411;3171808;VIRGINÓPOLIS;MG;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;5636;35;2010.0;423.01;31.57;10.21;11.09;39.09;3.61;0.675;0.638
37412;4216701;SÃO JOSÉ DO CEDRO;SC;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;8953;35;2010.0;866.73;33.06;10.18;6.26;29.92;14.46;0.731;0.753
37413;4314100;PASSO FUNDO;RS;1;VERA LUCIA PEREIRA DA SILVA SALGADO;PSTU;Presidente;117740;35;2010.0;1068.95;3.32;19.77;7.7;49.67;12.31;0.776;0.787
37414;2403103;CURRAIS NOVOS;RN;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;24111;35;2010.0;526.96;11.42;22.16;6.34;42.29;7.81;0.691;0.673
37415;2101939;BERNARDO DO MEARIM;MA;1;SIMONE NASSAR TEBET;MDB;Presidente;3922;35;2010.0;236.18;60.75;5.71;5.42;26.11;0.59;0.604;0.544
37416;3305802;TERESÓPOLIS;RJ;1;LEONARDO PÉRICLES VIEIRA ROQUE;UP;Presidente;95224;35;2010.0;859.79;9.25;15.68;10.06;48.82;8.85;0.73;0.752
37417;3515103;EMBU-GUAÇU;SP;1;LEONARDO PÉRICLES VIEIRA ROQUE;UP;Presidente;39301;35;2010.0;676.52;3.48;12.88;8.9;44.05;15.82;0.749;0.713
37418;3501400;ÁLVARO DE CARVALHO;SP;1;CIRO FERREIRA GOMES;PDT;Presidente;2091;35;2010.0;512.99;41.72;7.29;4.34;31.82;8.37;0.688;0.669
37419;1503754;JACAREACANGA;PA;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;8812;35;2010.0;289.16;16.83;6.79;3.06;39.43;0.99;0.505;0.577
37420;4213609;PORTO UNIÃO;SC;1;KELMON LUIS DA SILVA SOUZA;PTB;Presidente;19162;35;2010.0;864.41;18.25;13.15;4.13;41.63;18.41;0.786;0.752
37421;2206050;MASSAPÊ DO PIAUÍ;PI;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;4544;35;2010.0;195.88;75.25;3.62;5.48;14.53;0.39;0.525;0.514
37422;5003702;DOURADOS;MS;1;LEONARDO PÉRICLES VIEIRA ROQUE;UP;Presidente;130204;35;2010.0;866.4;6.88;18.69;7.93;47.87;12.19;0.747;0.753
37423;5007695;SÃO GABRIEL DO OESTE;MS;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;16121;35;2010.0;855.21;23.4;12.44;7.59;41.33;11.43;0.729;0.751
37424;3144508;NAZARENO;MG;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;5030;35;2010.0;491.13;31.93;9.61;15.09;28.65;6.43;0.69;0.662
37425;3509452;CAMPINA DO MONTE ALEGRE;SP;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;3663;35;2010.0;575.66;30.64;8.76;8.46;35.22;10.93;0.717;0.687
37426;1702703;AURORA DO TOCANTINS;TO;1;CIRO FERREIRA GOMES;PDT;Presidente;2339;35;2010.0;535.8;45.47;6.7;6.53;36.68;3.44;0.677;0.676
37427;3552007;SILVEIRAS;SP;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;3989;35;2010.0;475.69;24.67;8.79;8.82;31.86;19.7;0.678;0.657
37428;3505351;BARRA DO CHAPÉU;SP;1;CIRO FERREIRA GOMES;PDT;Presidente;3412;35;2010.0;370.97;60.19;7.09;4.42;22.33;2.03;0.66;0.617
37429;3136579;JOSENÓPOLIS;MG;1;SIMONE NASSAR TEBET;MDB;Presidente;2114;35;2010.0;232.47;61.72;2.13;5.76;27.61;0.88;0.564;0.541
37430;1721257;TUPIRAMA;TO;1;SIMONE NASSAR TEBET;MDB;Presidente;1464;35;2010.0;401.76;21.2;8.84;7.96;46.35;13.44;0.67;0.629
37431;4213401;PONTE SERRADA;SC;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;6334;35;2010.0;586.05;29.15;10.61;6.78;30.84;18.37;0.693;0.69
37432;2111706;SÃO VICENTE FERRER;MA;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;11137;35;2010.0;184.71;58.8;9.15;4.39;24.16;1.42;0.592;0.504
37433;2305233;HORIZONTE;CE;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;46737;35;2010.0;322.78;6.42;9.6;8.62;24.79;45.65;0.658;0.594
37434;4121406;REALEZA;PR;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;11259;35;2010.0;704.94;25.43;15.69;9.0;35.74;10.53;0.722;0.72
37435;5220108;SÃO LUÍS DE MONTES BELOS;GO;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;18202;35;2010.0;712.23;14.66;19.39;7.09;38.83;14.73;0.731;0.721
37436;4110508;IPIRANGA;PR;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;9060;35;2010.0;564.83;61.0;8.72;3.64;21.48;3.29;0.652;0.684
37437;5107263;SANTO AFONSO;MT;1;CIRO FERREIRA GOMES;PDT;Presidente;1721;35;2010.0;472.29;46.73;4.78;4.96;33.26;4.81;0.689;0.655
37438;2604304;CEDRO;PE;1;SIMONE NASSAR TEBET;MDB;Presidente;7205;35;2010.0;269.64;45.59;7.5;5.81;36.35;1.91;0.615;0.565
37439;3517505;GUAPIAÇU;SP;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;11487;35;2010.0;741.42;12.89;11.87;9.23;37.27;16.8;0.725;0.728
37440;1506500;SANTA ISABEL DO PARÁ;PA;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;38225;35;2010.0;384.17;22.06;17.53;6.58;33.58;13.45;0.659;0.622
37441;2104701;GRAÇA ARANHA;MA;1;SIMONE NASSAR TEBET;MDB;Presidente;4675;35;2010.0;227.51;50.29;6.46;5.33;26.61;9.52;0.57;0.538
37442;3517604;GUAPIARA;SP;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;10353;35;2010.0;412.51;49.58;9.29;5.42;27.29;3.66;0.675;0.634
37443;5106174;NOVA NAZARÉ;MT;1;SIMONE NASSAR TEBET;MDB;Presidente;1718;35;2010.0;381.54;34.27;3.66;3.37;43.36;2.53;0.595;0.621
37444;2612703;SANTA MARIA DO CAMBUCÁ;PE;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;8423;35;2010.0;279.1;42.9;8.36;3.56;24.87;16.01;0.548;0.571
37445;3551702;SERTÃOZINHO;SP;1;SOFIA PADUA MANZANO;PCB;Presidente;70833;35;2010.0;953.23;2.78;13.76;5.7;38.15;29.36;0.761;0.768
37446;2600906;AMARAJI;PE;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;12741;35;2010.0;286.59;48.66;9.0;7.17;25.13;6.21;0.58;0.575
37447;3161502;SÃO GERALDO;MG;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;5398;35;2010.0;474.14;24.16;9.94;3.91;26.47;24.32;0.651;0.656
37448;2614402;SOLIDÃO;PE;1;CIRO FERREIRA GOMES;PDT;Presidente;4219;35;2010.0;240.64;56.19;8.61;5.5;26.93;1.56;0.585;0.547
37449;2919801;MACAÚBAS;BA;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;24208;35;2010.0;255.36;49.19;7.79;7.73;27.82;3.37;0.609;0.557
37450;5103205;COLÍDER;MT;1;KELMON LUIS DA SILVA SOUZA;PTB;Presidente;17540;35;2010.0;758.67;20.25;16.72;6.43;34.51;10.15;0.713;0.732
37451;4100400;ALMIRANTE TAMANDARÉ;PR;1;SOFIA PADUA MANZANO;PCB;Presidente;57017;35;2010.0;646.02;3.48;15.07;13.01;49.31;11.43;0.699;0.706
37452;4103008;BOA ESPERANÇA;PR;1;CIRO FERREIRA GOMES;PDT;Presidente;3025;35;2010.0;575.77;34.17;12.05;7.68;36.36;2.83;0.72;0.687
37453;4127304;TERRA RICA;PR;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;8882;35;2010.0;614.23;23.66;11.07;7.18;25.27;29.31;0.71;0.698
37454;5105234;LAMBARI D'OESTE;MT;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;3068;35;2010.0;516.75;22.43;5.28;2.73;23.65;18.86;0.627;0.67
37455;3556602;VERA CRUZ;SP;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;6009;35;2010.0;713.66;22.05;11.07;8.93;45.23;9.65;0.754;0.722
37456;4105409;CHOPINZINHO;PR;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;13138;35;2010.0;802.23;37.38;13.28;7.23;27.74;11.21;0.74;0.74
37457;2100907;ARAIOSES;MA;1;KELMON LUIS DA SILVA SOUZA;PTB;Presidente;23445;34;2010.0;175.81;56.49;8.14;4.37;24.59;2.69;0.521;0.497
37458;3301504;CORDEIRO;RJ;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;13064;34;2010.0;724.29;4.22;12.46;9.89;46.01;21.14;0.729;0.724
37459;3158300;SANTANA DA VARGEM;MG;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;4720;34;2010.0;553.7;49.45;10.15;4.2;27.35;6.93;0.698;0.681
37460;4101903;ASSAÍ;PR;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;9376;34;2010.0;723.56;22.47;15.33;6.43;30.76;18.53;0.728;0.724
37461;3539608;PLANALTO;SP;1;CIRO FERREIRA GOMES;PDT;Presidente;3018;34;2010.0;560.64;19.95;9.66;5.42;32.88;24.15;0.719;0.683
37462;2414456;TRIUNFO POTIGUAR;RN;1;SIMONE NASSAR TEBET;MDB;Presidente;3231;34;2010.0;294.09;35.48;8.37;7.66;39.6;0.62;0.602;0.579
37463;4215406;SALTO VELOSO;SC;1;CIRO FERREIRA GOMES;PDT;Presidente;2796;34;2010.0;1011.21;23.43;10.69;5.8;25.88;32.7;0.784;0.778
37464;4310579;ITAPUCA;RS;1;SIMONE NASSAR TEBET;MDB;Presidente;1425;34;2010.0;660.33;66.96;1.64;0.25;12.36;1.51;0.664;0.709
37465;2105708;LAGO DA PEDRA;MA;1;KELMON LUIS DA SILVA SOUZA;PTB;Presidente;25361;34;2010.0;263.13;36.38;15.36;7.27;33.2;2.72;0.589;0.561
37466;2933307;VITÓRIA DA CONQUISTA;BA;1;JOSE MARIA EYMAEL;DC;Presidente;201970;34;2010.0;555.66;10.97;20.53;8.29;42.91;9.6;0.678;0.681
37467;3202652;IRUPI;ES;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;8066;34;2010.0;481.28;68.59;6.54;3.28;18.76;1.85;0.637;0.658
37468;4218202;TIMBÓ;SC;1;KELMON LUIS DA SILVA SOUZA;PTB;Presidente;27003;34;2010.0;1214.03;3.78;13.23;6.52;28.06;45.29;0.784;0.807
37469;5106174;NOVA NAZARÉ;MT;1;CIRO FERREIRA GOMES;PDT;Presidente;1718;34;2010.0;381.54;34.27;3.66;3.37;43.36;2.53;0.595;0.621
37470;3112505;CAPIM BRANCO;MG;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;6206;34;2010.0;497.48;11.37;10.53;10.5;37.21;20.91;0.695;0.664
37471;2111508;SÃO MATEUS DO MARANHÃO;MA;1;KELMON LUIS DA SILVA SOUZA;PTB;Presidente;20300;34;2010.0;396.29;37.25;15.06;13.07;25.4;4.54;0.616;0.627
37472;5105101;JUARA;MT;1;KELMON LUIS DA SILVA SOUZA;PTB;Presidente;17277;34;2010.0;619.81;28.02;14.46;7.35;33.14;10.5;0.682;0.699
37473;4301107;ARROIO DOS RATOS;RS;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;7788;34;2010.0;623.54;14.18;15.2;8.19;40.91;11.56;0.698;0.7
37474;3101631;ALFREDO VASCONCELOS;MG;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;4585;34;2010.0;400.14;35.45;13.2;6.18;30.23;9.14;0.675;0.629
37475;1506807;SANTARÉM;PA;1;VERA LUCIA PEREIRA DA SILVA SALGADO;PSTU;Presidente;187743;34;2010.0;409.07;21.32;18.6;7.51;39.34;6.99;0.691;0.632
37476;3127602;GOUVEIA;MG;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;7429;34;2010.0;382.78;21.55;14.9;7.23;30.37;20.01;0.681;0.622
37477;5106208;NOVA BRASILÂNDIA;MT;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;2712;34;2010.0;526.35;38.97;11.71;4.62;35.88;3.18;0.651;0.673
37478;5220603;SILVÂNIA;GO;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;12089;34;2010.0;708.82;30.64;11.47;6.01;40.25;7.38;0.709;0.721
37479;2108900;POÇÃO DE PEDRAS;MA;1;KELMON LUIS DA SILVA SOUZA;PTB;Presidente;10929;34;2010.0;234.72;60.8;7.5;3.67;22.88;1.19;0.576;0.543
37480;5218003;PORANGATU;GO;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;23025;34;2010.0;658.39;14.87;18.13;12.33;44.2;7.12;0.727;0.709
37481;1502103;CAMETÁ;PA;1;KELMON LUIS DA SILVA SOUZA;PTB;Presidente;82812;34;2010.0;226.99;54.53;10.6;4.95;22.5;4.14;0.577;0.538
37482;3524402;JACAREÍ;SP;1;JOSE MARIA EYMAEL;DC;Presidente;132046;34;2010.0;846.53;1.8;14.44;8.51;48.85;20.42;0.777;0.749
37483;2111508;SÃO MATEUS DO MARANHÃO;MA;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;20300;34;2010.0;396.29;37.25;15.06;13.07;25.4;4.54;0.616;0.627
37484;1501808;BREVES;PA;1;KELMON LUIS DA SILVA SOUZA;PTB;Presidente;53763;34;2010.0;209.14;35.19;13.08;4.38;31.06;11.25;0.503;0.524
37485;3304128;QUATIS;RJ;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;8431;34;2010.0;535.96;7.36;12.82;9.88;45.27;16.03;0.69;0.676
37486;3123403;DORESÓPOLIS;MG;1;CIRO FERREIRA GOMES;PDT;Presidente;1496;34;2010.0;461.8;44.82;10.84;7.04;30.91;4.59;0.692;0.652
37487;2610400;PARNAMIRIM;PE;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;14071;34;2010.0;255.27;47.79;6.24;6.57;31.55;1.86;0.599;0.556
37488;3551405;SERRA AZUL;SP;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;5713;34;2010.0;613.57;8.93;9.95;6.76;53.95;8.69;0.686;0.697
37489;3302700;MARICÁ;RJ;1;SOFIA PADUA MANZANO;PCB;Presidente;110499;34;2010.0;910.41;1.47;16.36;14.23;56.52;5.66;0.765;0.761
37490;2211605;VILA NOVA DO PIAUÍ;PI;1;SIMONE NASSAR TEBET;MDB;Presidente;2391;34;2010.0;259.38;71.11;5.44;4.42;15.51;2.14;0.565;0.559
37491;3505807;BASTOS;SP;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;13027;34;2010.0;609.76;27.58;15.63;5.68;36.38;11.89;0.751;0.696
37492;3123908;ENTRE RIOS DE MINAS;MG;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;9477;34;2010.0;527.33;20.19;11.71;14.66;39.09;5.61;0.672;0.673
37493;1100700;CAMPO NOVO DE RONDÔNIA;RO;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;5456;34;2010.0;507.69;39.35;5.34;5.62;19.26;1.16;0.593;0.667
37494;5002951;CHAPADÃO DO SUL;MS;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;15132;34;2010.0;896.92;18.33;17.51;7.7;37.22;12.59;0.754;0.758
37495;2307205;JATI;CE;1;SIMONE NASSAR TEBET;MDB;Presidente;5177;34;2010.0;264.55;35.66;8.72;8.81;42.67;1.72;0.651;0.562
37496;2901155;AMÉRICA DOURADA;BA;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;9855;34;2010.0;186.1;64.71;5.37;4.13;20.45;1.62;0.561;0.506
37497;3144706;NOVA ERA;MG;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;10918;34;2010.0;532.58;6.33;17.51;13.47;44.06;7.48;0.709;0.675
37498;4309308;GUAÍBA;RS;1;LEONARDO PÉRICLES VIEIRA ROQUE;UP;Presidente;57280;34;2010.0;758.83;3.02;17.3;8.96;49.78;16.84;0.73;0.732
37499;3146503;PAINS;MG;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;5242;34;2010.0;690.97;17.82;8.95;6.22;33.77;18.79;0.728;0.717
37500;1100502;NOVO HORIZONTE DO OESTE;RO;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;5317;34;2010.0;346.38;59.47;6.36;5.18;23.23;1.97;0.634;0.606
37501;2508109;LAGOA;PB;1;SIMONE NASSAR TEBET;MDB;Presidente;3545;34;2010.0;219.92;44.93;8.69;7.48;34.1;3.68;0.563;0.533
37502;3156700;SABARÁ;MG;1;SOFIA PADUA MANZANO;PCB;Presidente;73032;34;2010.0;619.93;1.65;14.87;10.42;52.49;9.85;0.731;0.699
37503;2500734;AMPARO;PB;1;CIRO FERREIRA GOMES;PDT;Presidente;2047;34;2010.0;225.5;60.4;3.48;3.3;26.97;1.63;0.606;0.537
37504;4113403;LEÓPOLIS;PR;1;CIRO FERREIRA GOMES;PDT;Presidente;2657;34;2010.0;477.23;37.25;7.04;5.72;37.05;10.34;0.707;0.657
37505;5008305;TRÊS LAGOAS;MS;1;KELMON LUIS DA SILVA SOUZA;PTB;Presidente;63406;34;2010.0;863.66;8.06;15.63;8.88;43.38;18.27;0.744;0.752
37506;5107776;SANTA TEREZINHA;MT;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;3408;34;2010.0;326.47;49.58;6.08;2.01;30.43;2.66;0.609;0.596
37507;5208509;GOIANDIRA;GO;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;3413;34;2010.0;667.11;21.32;9.5;6.51;43.62;13.68;0.76;0.711
37508;1507409;SÃO FRANCISCO DO PARÁ;PA;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;12293;34;2010.0;279.19;54.15;10.09;3.17;27.02;2.64;0.608;0.571
37509;4202073;BALNEÁRIO GAIVOTA;SC;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;7758;34;2010.0;768.73;19.61;17.15;10.41;30.56;19.11;0.728;0.734
37510;4104428;CANDÓI;PR;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;9073;34;2010.0;472.4;44.99;8.6;9.21;29.04;5.59;0.635;0.655
37511;2302008;BARRO;CE;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;12359;34;2010.0;254.44;38.83;13.44;7.31;34.43;3.46;0.599;0.556
37512;2616183;VERTENTE DO LÉRIO;PE;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;5946;34;2010.0;219.88;46.61;5.2;6.98;24.95;8.92;0.563;0.532
37513;4108551;GODOY MOREIRA;PR;1;CIRO FERREIRA GOMES;PDT;Presidente;2065;34;2010.0;434.45;66.92;5.75;3.28;19.09;3.32;0.675;0.642
37514;5211503;ITUMBIARA;GO;1;KELMON LUIS DA SILVA SOUZA;PTB;Presidente;54532;34;2010.0;821.43;8.51;17.82;6.67;46.85;13.35;0.752;0.744
37515;2607901;JABOATÃO DOS GUARARAPES;PE;1;JOSE MARIA EYMAEL;DC;Presidente;367250;34;2010.0;593.9;1.03;21.39;7.69;51.76;10.21;0.717;0.692
37516;5217609;PLANALTINA;GO;1;KELMON LUIS DA SILVA SOUZA;PTB;Presidente;45640;34;2010.0;466.69;5.54;13.93;18.05;52.7;2.97;0.669;0.653
37517;3204351;RIO BANANAL;ES;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;11237;34;2010.0;550.55;60.9;9.77;2.8;20.65;4.28;0.681;0.68
37518;3107208;BOCAINA DE MINAS;MG;1;LUIZ FELIPE CHAVES D'AVILA;NOVO;Presidente;3338;34;2010.0;501.73;33.67;7.22;9.85;38.55;6.53;0.645;0.665
37519;4113502;LOANDA;PR;1;SORAYA VIEIRA THRONICKE;UNIÃO;Presidente;11990;34;2010.0;725.67;10.25;21.08;8.38;36.04;20.66;0.725;0.724
37520;2913606;ILHÉUS;BA;1;SOFIA PADUA MANZANO;PCB;Presidente;100054;34;2010.0;579.46;14.72;17.12;7.81;46.67;6.69;0.69;0.688
37521;1705607;CONCEIÇÃO DO TOCANTINS;TO;1;CIRO FERREIRA GOMES;PDT;Presidente;2364;34;2010.0;310.96;41.74;9.3;7.62;35.61;3.29;0.592;0.588
37522;2211407;VÁRZEA GRANDE;PI;1;SIMONE NASSAR TEBET;MDB;Presidente;2925;34;2010.0;251.64;51.25;6.82;5.37;29.02;4.14;0.571;0.554
37523;4113205;LAPA;PR;1;KELMON LUIS DA SILVA SOUZA;PTB;Presidente;28563;34;2010.0;608.6;30.4;10.76;6.96;33.55;11.67;0.706;0.696
37524;5104104;GUARANTÃ DO NORTE;MT;1;KELMON LUIS DA SILVA SOUZA;PTB;Presidente;15986;34;2010.0;594.14;29.92;16.49;6.96;34.78;5.07;0.703;0.692
