index;CD_MUNICIPIO_IBGE;Município;UF;Turno;Nome candidato;Partido;Cargo;Votos válidos;Votos nominais;ano;renda_pc;prop_ocupados_agropecuaria;prop_ocupados_comercio;prop_ocupados_construcao;prop_ocupados_servicos;prop_ocupados_transformacao;idhm;idhm_r
0;3550308;SÃO PAULO;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;6869405;3677921;2010.0;1516.21;0.33;16.01;5.39;57.07;11.36;0.805;0.843
1;3550308;SÃO PAULO;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;6892638;3276512;2010.0;1516.21;0.33;16.01;5.39;57.07;11.36;0.805;0.843
2;3550308;SÃO PAULO;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;6869405;3191484;2010.0;1516.21;0.33;16.01;5.39;57.07;11.36;0.805;0.843
3;3550308;SÃO PAULO;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;6892638;2618593;2010.0;1516.21;0.33;16.01;5.39;57.07;11.36;0.805;0.843
4;3304557;RIO DE JANEIRO;RJ;2;JAIR MESSIAS BOLSONARO;PL;Presidente;3663368;1929209;2010.0;1492.63;0.31;16.44;5.91;61.93;6.32;0.799;0.84
5;3304557;RIO DE JANEIRO;RJ;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;3663368;1734159;2010.0;1492.63;0.31;16.44;5.91;61.93;6.32;0.799;0.84
6;3304557;RIO DE JANEIRO;RJ;1;JAIR MESSIAS BOLSONARO;PL;Presidente;3608284;1695777;2010.0;1492.63;0.31;16.44;5.91;61.93;6.32;0.799;0.84
7;3304557;RIO DE JANEIRO;RJ;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;3608284;1568485;2010.0;1492.63;0.31;16.44;5.91;61.93;6.32;0.799;0.84
8;2927408;SALVADOR;BA;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;1541030;1089899;2010.0;973.0;0.62;17.3;8.73;57.37;6.31;0.759;0.772
9;5300108;BRASÍLIA;DF;2;JAIR MESSIAS BOLSONARO;PL;Presidente;1770626;1041331;2010.0;1715.11;1.84;14.55;6.28;62.48;4.25;0.824;0.863
10;2927408;SALVADOR;BA;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;1526709;1022728;2010.0;973.0;0.62;17.3;8.73;57.37;6.31;0.759;0.772
11;5300108;BRASÍLIA;DF;1;JAIR MESSIAS BOLSONARO;PL;Presidente;1762575;910397;2010.0;1715.11;1.84;14.55;6.28;62.48;4.25;0.824;0.863
12;2304400;FORTALEZA;CE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;1513568;880559;2010.0;846.36;0.8;20.23;6.23;51.55;13.8;0.754;0.749
13;3106200;BELO HORIZONTE;MG;2;JAIR MESSIAS BOLSONARO;PL;Presidente;1538303;834548;2010.0;1497.29;0.49;15.92;7.02;59.26;9.15;0.81;0.841
14;2304400;FORTALEZA;CE;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;1507639;802009;2010.0;846.36;0.8;20.23;6.23;51.55;13.8;0.754;0.749
15;5300108;BRASÍLIA;DF;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;1770626;729295;2010.0;1715.11;1.84;14.55;6.28;62.48;4.25;0.824;0.863
16;4106902;CURITIBA;PR;2;JAIR MESSIAS BOLSONARO;PL;Presidente;1111997;720322;2010.0;1581.04;0.8;16.97;5.83;53.68;12.98;0.823;0.85
17;3106200;BELO HORIZONTE;MG;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;1538303;703755;2010.0;1497.29;0.49;15.92;7.02;59.26;9.15;0.81;0.841
18;3106200;BELO HORIZONTE;MG;1;JAIR MESSIAS BOLSONARO;PL;Presidente;1500199;699105;2010.0;1497.29;0.49;15.92;7.02;59.26;9.15;0.81;0.841
19;1302603;MANAUS;AM;2;JAIR MESSIAS BOLSONARO;PL;Presidente;1130271;692580;2010.0;790.27;1.31;18.1;7.68;47.54;16.37;0.737;0.738
20;5300108;BRASÍLIA;DF;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;1762575;649534;2010.0;1715.11;1.84;14.55;6.28;62.48;4.25;0.824;0.863
21;3106200;BELO HORIZONTE;MG;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;1500199;638002;2010.0;1497.29;0.49;15.92;7.02;59.26;9.15;0.81;0.841
22;2304400;FORTALEZA;CE;2;JAIR MESSIAS BOLSONARO;PL;Presidente;1513568;633009;2010.0;846.36;0.8;20.23;6.23;51.55;13.8;0.754;0.749
23;1302603;MANAUS;AM;1;JAIR MESSIAS BOLSONARO;PL;Presidente;1163097;622846;2010.0;790.27;1.31;18.1;7.68;47.54;16.37;0.737;0.738
24;4106902;CURITIBA;PR;1;JAIR MESSIAS BOLSONARO;PL;Presidente;1108054;612309;2010.0;1581.04;0.8;16.97;5.83;53.68;12.98;0.823;0.85
25;3550308;SÃO PAULO;SP;1;SIMONE NASSAR TEBET;MDB;Presidente;6892638;558748;2010.0;1516.21;0.33;16.01;5.39;57.07;11.36;0.805;0.843
26;2611606;RECIFE;PE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;992007;558690;2010.0;1144.26;0.66;19.36;5.65;59.59;6.6;0.772;0.798
27;2611606;RECIFE;PE;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;996696;538562;2010.0;1144.26;0.66;19.36;5.65;59.59;6.6;0.772;0.798
28;2304400;FORTALEZA;CE;1;JAIR MESSIAS BOLSONARO;PL;Presidente;1507639;530162;2010.0;846.36;0.8;20.23;6.23;51.55;13.8;0.754;0.749
29;5208707;GOIÂNIA;GO;2;JAIR MESSIAS BOLSONARO;PL;Presidente;802190;513018;2010.0;1348.55;1.44;20.21;6.69;50.82;13.31;0.799;0.824
30;2927408;SALVADOR;BA;2;JAIR MESSIAS BOLSONARO;PL;Presidente;1541030;451131;2010.0;973.0;0.62;17.3;8.73;57.37;6.31;0.759;0.772
31;5208707;GOIÂNIA;GO;1;JAIR MESSIAS BOLSONARO;PL;Presidente;794642;445715;2010.0;1348.55;1.44;20.21;6.69;50.82;13.31;0.799;0.824
32;4314902;PORTO ALEGRE;RS;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;818297;437798;2010.0;1758.27;0.72;15.99;5.98;63.04;6.25;0.805;0.867
33;1302603;MANAUS;AM;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;1130271;437691;2010.0;790.27;1.31;18.1;7.68;47.54;16.37;0.737;0.738
34;2611606;RECIFE;PE;2;JAIR MESSIAS BOLSONARO;PL;Presidente;992007;433317;2010.0;1144.26;0.66;19.36;5.65;59.59;6.6;0.772;0.798
35;1501402;BELÉM;PA;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;858909;431858;2010.0;853.82;1.62;23.09;7.49;54.16;5.48;0.746;0.751
36;1302603;MANAUS;AM;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;1163097;430562;2010.0;790.27;1.31;18.1;7.68;47.54;16.37;0.737;0.738
37;1501402;BELÉM;PA;2;JAIR MESSIAS BOLSONARO;PL;Presidente;858909;427051;2010.0;853.82;1.62;23.09;7.49;54.16;5.48;0.746;0.751
38;4314902;PORTO ALEGRE;RS;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;827993;412553;2010.0;1758.27;0.72;15.99;5.98;63.04;6.25;0.805;0.867
39;1501402;BELÉM;PA;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;857507;392207;2010.0;853.82;1.62;23.09;7.49;54.16;5.48;0.746;0.751
40;4106902;CURITIBA;PR;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;1111997;391675;2010.0;1581.04;0.8;16.97;5.83;53.68;12.98;0.823;0.85
41;3518800;GUARULHOS;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;728923;391234;2010.0;829.91;0.35;14.85;6.11;49.95;18.05;0.763;0.746
42;2611606;RECIFE;PE;1;JAIR MESSIAS BOLSONARO;PL;Presidente;996696;390904;2010.0;1144.26;0.66;19.36;5.65;59.59;6.6;0.772;0.798
43;4314902;PORTO ALEGRE;RS;2;JAIR MESSIAS BOLSONARO;PL;Presidente;818297;380499;2010.0;1758.27;0.72;15.99;5.98;63.04;6.25;0.805;0.867
44;1501402;BELÉM;PA;1;JAIR MESSIAS BOLSONARO;PL;Presidente;857507;370564;2010.0;853.82;1.62;23.09;7.49;54.16;5.48;0.746;0.751
45;3509502;CAMPINAS;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;655030;368251;2010.0;1390.83;1.13;14.74;5.96;53.43;12.07;0.805;0.829
46;2927408;SALVADOR;BA;1;JAIR MESSIAS BOLSONARO;PL;Presidente;1526709;367452;2010.0;973.0;0.62;17.3;8.73;57.37;6.31;0.759;0.772
47;2111300;SÃO LUÍS;MA;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;601416;363131;2010.0;805.36;1.83;19.55;10.39;53.39;5.8;0.768;0.741
48;4106902;CURITIBA;PR;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;1108054;348166;2010.0;1581.04;0.8;16.97;5.83;53.68;12.98;0.823;0.85
49;2111300;SÃO LUÍS;MA;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;610825;345123;2010.0;805.36;1.83;19.55;10.39;53.39;5.8;0.768;0.741
50;3518800;GUARULHOS;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;728923;337689;2010.0;829.91;0.35;14.85;6.11;49.95;18.05;0.763;0.746
51;3518800;GUARULHOS;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;728550;331178;2010.0;829.91;0.35;14.85;6.11;49.95;18.05;0.763;0.746
52;4314902;PORTO ALEGRE;RS;1;JAIR MESSIAS BOLSONARO;PL;Presidente;827993;323857;2010.0;1758.27;0.72;15.99;5.98;63.04;6.25;0.805;0.867
53;3509502;CAMPINAS;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;653539;320684;2010.0;1390.83;1.13;14.74;5.96;53.43;12.07;0.805;0.829
54;2211001;TERESINA;PI;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;478476;317918;2010.0;757.57;3.36;20.45;8.91;55.22;7.62;0.751;0.731
55;5002704;CAMPO GRANDE;MS;2;JAIR MESSIAS BOLSONARO;PL;Presidente;501015;313906;2010.0;1089.37;3.2;19.14;9.47;54.63;7.83;0.784;0.79
56;3518800;GUARULHOS;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;728550;311756;2010.0;829.91;0.35;14.85;6.11;49.95;18.05;0.763;0.746
57;2211001;TERESINA;PI;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;483136;301309;2010.0;757.57;3.36;20.45;8.91;55.22;7.62;0.751;0.731
58;3301702;DUQUE DE CAXIAS;RJ;2;JAIR MESSIAS BOLSONARO;PL;Presidente;513119;299197;2010.0;592.81;0.55;17.52;9.64;50.43;12.72;0.711;0.692
59;3550308;SÃO PAULO;SP;1;CIRO FERREIRA GOMES;PDT;Presidente;6892638;297973;2010.0;1516.21;0.33;16.01;5.39;57.07;11.36;0.805;0.843
60;3303500;NOVA IGUAÇU;RJ;2;JAIR MESSIAS BOLSONARO;PL;Presidente;463584;291907;2010.0;591.0;0.84;17.9;10.47;52.95;8.51;0.713;0.691
61;5208707;GOIÂNIA;GO;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;802190;289172;2010.0;1348.55;1.44;20.21;6.69;50.82;13.31;0.799;0.824
62;3509502;CAMPINAS;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;655030;286779;2010.0;1390.83;1.13;14.74;5.96;53.43;12.07;0.805;0.829
63;5002704;CAMPO GRANDE;MS;1;JAIR MESSIAS BOLSONARO;PL;Presidente;510748;278642;2010.0;1089.37;3.2;19.14;9.47;54.63;7.83;0.784;0.79
64;3304904;SÃO GONÇALO;RJ;2;JAIR MESSIAS BOLSONARO;PL;Presidente;499564;276870;2010.0;669.3;0.75;18.63;8.48;53.75;9.94;0.739;0.711
65;2704302;MACEIÓ;AL;2;JAIR MESSIAS BOLSONARO;PL;Presidente;478436;273549;2010.0;792.54;1.53;19.37;8.03;55.78;6.49;0.721;0.739
66;4209102;JOINVILLE;SC;2;JAIR MESSIAS BOLSONARO;PL;Presidente;349965;268079;2010.0;1126.74;1.65;16.57;6.52;41.48;28.41;0.809;0.795
67;3301702;DUQUE DE CAXIAS;RJ;1;JAIR MESSIAS BOLSONARO;PL;Presidente;503980;267993;2010.0;592.81;0.55;17.52;9.64;50.43;12.72;0.711;0.692
68;3549904;SÃO JOSÉ DOS CAMPOS;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;427611;267615;2010.0;1190.96;1.18;14.51;9.62;50.76;14.66;0.807;0.804
69;3303500;NOVA IGUAÇU;RJ;1;JAIR MESSIAS BOLSONARO;PL;Presidente;460793;263912;2010.0;591.0;0.84;17.9;10.47;52.95;8.51;0.713;0.691
70;5208707;GOIÂNIA;GO;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;794642;262845;2010.0;1348.55;1.44;20.21;6.69;50.82;13.31;0.799;0.824
71;3548708;SÃO BERNARDO DO CAMPO;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;487152;262223;2010.0;1212.65;0.53;14.27;5.14;46.32;19.08;0.805;0.807
72;3509502;CAMPINAS;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;653539;259973;2010.0;1390.83;1.13;14.74;5.96;53.43;12.07;0.805;0.829
73;2408102;NATAL;RN;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;466187;246881;2010.0;950.34;0.88;20.11;6.8;56.05;9.63;0.763;0.768
74;3304904;SÃO GONÇALO;RJ;1;JAIR MESSIAS BOLSONARO;PL;Presidente;492221;246578;2010.0;669.3;0.75;18.63;8.48;53.75;9.94;0.739;0.711
75;3552205;SOROCABA;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;396409;242074;2010.0;1107.19;0.8;15.87;8.45;45.4;21.75;0.798;0.792
76;3548708;SÃO BERNARDO DO CAMPO;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;488795;240348;2010.0;1212.65;0.53;14.27;5.14;46.32;19.08;0.805;0.807
77;2704302;MACEIÓ;AL;1;JAIR MESSIAS BOLSONARO;PL;Presidente;484075;240053;2010.0;792.54;1.53;19.37;8.03;55.78;6.49;0.721;0.739
78;4209102;JOINVILLE;SC;1;JAIR MESSIAS BOLSONARO;PL;Presidente;346632;239105;2010.0;1126.74;1.65;16.57;6.52;41.48;28.41;0.809;0.795
79;2111300;SÃO LUÍS;MA;2;JAIR MESSIAS BOLSONARO;PL;Presidente;601416;238285;2010.0;805.36;1.83;19.55;10.39;53.39;5.8;0.768;0.741
80;3549904;SÃO JOSÉ DOS CAMPOS;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;428018;233683;2010.0;1190.96;1.18;14.51;9.62;50.76;14.66;0.807;0.804
81;2507507;JOÃO PESSOA;PB;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;457577;229251;2010.0;964.82;0.86;18.03;7.28;57.11;7.11;0.763;0.77
82;2507507;JOÃO PESSOA;PB;2;JAIR MESSIAS BOLSONARO;PL;Presidente;457577;228326;2010.0;964.82;0.86;18.03;7.28;57.11;7.11;0.763;0.77
83;3547809;SANTO ANDRÉ;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;433097;225767;2010.0;1304.31;0.28;15.96;5.28;46.62;19.74;0.815;0.819
84;2408102;NATAL;RN;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;449729;225529;2010.0;950.34;0.88;20.11;6.8;56.05;9.63;0.763;0.768
85;4113700;LONDRINA;PR;2;JAIR MESSIAS BOLSONARO;PL;Presidente;309272;225349;2010.0;1083.35;3.66;18.46;7.23;50.82;12.77;0.778;0.789
86;3548708;SÃO BERNARDO DO CAMPO;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;487152;224929;2010.0;1212.65;0.53;14.27;5.14;46.32;19.08;0.805;0.807
87;3304904;SÃO GONÇALO;RJ;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;499564;222694;2010.0;669.3;0.75;18.63;8.48;53.75;9.94;0.739;0.711
88;3534401;OSASCO;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;441041;222285;2010.0;1003.4;0.2;15.57;5.73;54.98;12.07;0.776;0.776
89;2910800;FEIRA DE SANTANA;BA;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;345760;221406;2010.0;662.24;6.54;22.39;9.02;43.26;11.56;0.712;0.71
90;2408102;NATAL;RN;2;JAIR MESSIAS BOLSONARO;PL;Presidente;466187;219306;2010.0;950.34;0.88;20.11;6.8;56.05;9.63;0.763;0.768
91;3534401;OSASCO;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;441041;218756;2010.0;1003.4;0.2;15.57;5.73;54.98;12.07;0.776;0.776
92;2507507;JOÃO PESSOA;PB;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;458518;217243;2010.0;964.82;0.86;18.03;7.28;57.11;7.11;0.763;0.77
93;3170206;UBERLÂNDIA;MG;2;JAIR MESSIAS BOLSONARO;PL;Presidente;405959;215660;2010.0;1001.45;3.77;17.82;7.65;50.67;10.23;0.789;0.776
94;3301702;DUQUE DE CAXIAS;RJ;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;513119;213922;2010.0;592.81;0.55;17.52;9.64;50.43;12.72;0.711;0.692
95;5103403;CUIABÁ;MT;2;JAIR MESSIAS BOLSONARO;PL;Presidente;347639;213787;2010.0;1161.49;2.4;17.2;7.69;54.71;6.45;0.785;0.8
96;3552205;SOROCABA;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;395810;213183;2010.0;1107.19;0.8;15.87;8.45;45.4;21.75;0.798;0.792
97;2910800;FEIRA DE SANTANA;BA;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;343287;211813;2010.0;662.24;6.54;22.39;9.02;43.26;11.56;0.712;0.71
98;2111300;SÃO LUÍS;MA;1;JAIR MESSIAS BOLSONARO;PL;Presidente;610825;210140;2010.0;805.36;1.83;19.55;10.39;53.39;5.8;0.768;0.741
99;3304904;SÃO GONÇALO;RJ;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;492221;208703;2010.0;669.3;0.75;18.63;8.48;53.75;9.94;0.739;0.711
100;3547809;SANTO ANDRÉ;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;433097;207330;2010.0;1304.31;0.28;15.96;5.28;46.62;19.74;0.815;0.819
101;3543402;RIBEIRÃO PRETO;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;346147;206363;2010.0;1314.04;1.14;19.02;6.78;53.08;11.16;0.8;0.82
102;2704302;MACEIÓ;AL;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;478436;204887;2010.0;792.54;1.53;19.37;8.03;55.78;6.49;0.721;0.739
103;2607901;JABOATÃO DOS GUARARAPES;PE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;365964;204012;2010.0;593.9;1.03;21.39;7.69;51.76;10.21;0.717;0.692
104;2507507;JOÃO PESSOA;PB;1;JAIR MESSIAS BOLSONARO;PL;Presidente;458518;203971;2010.0;964.82;0.86;18.03;7.28;57.11;7.11;0.763;0.77
105;3118601;CONTAGEM;MG;2;JAIR MESSIAS BOLSONARO;PL;Presidente;365696;202910;2010.0;824.3;0.95;18.2;7.06;46.44;15.97;0.756;0.745
106;3301702;DUQUE DE CAXIAS;RJ;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;503980;202089;2010.0;592.81;0.55;17.52;9.64;50.43;12.72;0.711;0.692
107;3534401;OSASCO;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;440935;201683;2010.0;1003.4;0.2;15.57;5.73;54.98;12.07;0.776;0.776
108;2607901;JABOATÃO DOS GUARARAPES;PE;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;367250;199245;2010.0;593.9;1.03;21.39;7.69;51.76;10.21;0.717;0.692
109;4113700;LONDRINA;PR;1;JAIR MESSIAS BOLSONARO;PL;Presidente;304945;196164;2010.0;1083.35;3.66;18.46;7.23;50.82;12.77;0.778;0.789
110;2704302;MACEIÓ;AL;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;484075;195714;2010.0;792.54;1.53;19.37;8.03;55.78;6.49;0.721;0.739
111;5103403;CUIABÁ;MT;1;JAIR MESSIAS BOLSONARO;PL;Presidente;348309;192100;2010.0;1161.49;2.4;17.2;7.69;54.71;6.45;0.785;0.8
112;2800308;ARACAJU;SE;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;333364;190875;2010.0;1052.03;1.15;17.49;7.22;58.13;6.05;0.77;0.784
113;3170206;UBERLÂNDIA;MG;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;405959;190299;2010.0;1001.45;3.77;17.82;7.65;50.67;10.23;0.789;0.776
114;2408102;NATAL;RN;1;JAIR MESSIAS BOLSONARO;PL;Presidente;449729;188942;2010.0;950.34;0.88;20.11;6.8;56.05;9.63;0.763;0.768
115;3547809;SANTO ANDRÉ;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;434813;188805;2010.0;1304.31;0.28;15.96;5.28;46.62;19.74;0.815;0.819
116;5002704;CAMPO GRANDE;MS;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;501015;187109;2010.0;1089.37;3.2;19.14;9.47;54.63;7.83;0.784;0.79
117;3548708;SÃO BERNARDO DO CAMPO;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;488795;185834;2010.0;1212.65;0.53;14.27;5.14;46.32;19.08;0.805;0.807
118;3547809;SANTO ANDRÉ;SP;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;434813;185501;2010.0;1304.31;0.28;15.96;5.28;46.62;19.74;0.815;0.819
119;3170206;UBERLÂNDIA;MG;1;JAIR MESSIAS BOLSONARO;PL;Presidente;398453;184744;2010.0;1001.45;3.77;17.82;7.65;50.67;10.23;0.789;0.776
120;3534401;OSASCO;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;440935;181873;2010.0;1003.4;0.2;15.57;5.73;54.98;12.07;0.776;0.776
121;3136702;JUIZ DE FORA;MG;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;322605;180954;2010.0;1050.88;2.63;17.17;8.24;53.73;11.42;0.778;0.784
122;4305108;CAXIAS DO SUL;RS;2;JAIR MESSIAS BOLSONARO;PL;Presidente;271854;180592;2010.0;1253.93;3.84;14.32;5.69;36.87;31.71;0.782;0.812
123;3543402;RIBEIRÃO PRETO;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;342895;180226;2010.0;1314.04;1.14;19.02;6.78;53.08;11.16;0.8;0.82
124;3170206;UBERLÂNDIA;MG;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;398453;178074;2010.0;1001.45;3.77;17.82;7.65;50.67;10.23;0.789;0.776
125;2800308;ARACAJU;SE;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;336702;176981;2010.0;1052.03;1.15;17.49;7.22;58.13;6.05;0.77;0.784
126;5002704;CAMPO GRANDE;MS;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;510748;176576;2010.0;1089.37;3.2;19.14;9.47;54.63;7.83;0.784;0.79
127;3549805;SÃO JOSÉ DO RIO PRETO;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;259690;176282;2010.0;1169.16;1.53;18.74;6.45;46.85;12.86;0.797;0.801
128;3301009;CAMPOS DOS GOYTACAZES;RJ;2;JAIR MESSIAS BOLSONARO;PL;Presidente;272426;171999;2010.0;682.59;4.77;16.18;10.46;49.74;8.29;0.716;0.715
129;3118601;CONTAGEM;MG;1;JAIR MESSIAS BOLSONARO;PL;Presidente;359441;171682;2010.0;824.3;0.95;18.2;7.06;46.44;15.97;0.756;0.745
130;3303500;NOVA IGUAÇU;RJ;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;463584;171677;2010.0;591.0;0.84;17.9;10.47;52.95;8.51;0.713;0.691
131;4205407;FLORIANÓPOLIS;SC;2;JAIR MESSIAS BOLSONARO;PL;Presidente;317839;169495;2010.0;1798.12;1.25;16.1;6.57;66.68;4.56;0.847;0.87
132;1100205;PORTO VELHO;RO;2;JAIR MESSIAS BOLSONARO;PL;Presidente;261935;169299;2010.0;929.19;6.27;15.38;12.82;49.35;4.99;0.736;0.764
133;3305109;SÃO JOÃO DE MERITI;RJ;2;JAIR MESSIAS BOLSONARO;PL;Presidente;281265;168876;2010.0;597.57;0.18;20.42;8.02;52.92;11.09;0.719;0.693
134;3136702;JUIZ DE FORA;MG;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;317458;167048;2010.0;1050.88;2.63;17.17;8.24;53.73;11.42;0.778;0.784
135;3303500;NOVA IGUAÇU;RJ;1;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;460793;164947;2010.0;591.0;0.84;17.9;10.47;52.95;8.51;0.713;0.691
136;3303302;NITERÓI;RJ;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;318068;162882;2010.0;2000.29;0.42;13.03;5.23;69.25;5.31;0.837;0.887
137;3118601;CONTAGEM;MG;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;365696;162786;2010.0;824.3;0.95;18.2;7.06;46.44;15.97;0.756;0.745
138;2607901;JABOATÃO DOS GUARARAPES;PE;2;JAIR MESSIAS BOLSONARO;PL;Presidente;365964;161952;2010.0;593.9;1.03;21.39;7.69;51.76;10.21;0.717;0.692
139;3205200;VILA VELHA;ES;2;JAIR MESSIAS BOLSONARO;PL;Presidente;265803;161933;2010.0;1211.79;0.88;19.07;8.5;51.4;11.26;0.8;0.807
140;2211001;TERESINA;PI;2;JAIR MESSIAS BOLSONARO;PL;Presidente;478476;160558;2010.0;757.57;3.36;20.45;8.91;55.22;7.62;0.751;0.731
141;3525904;JUNDIAÍ;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;251435;160078;2010.0;1431.55;1.78;15.58;5.23;48.48;21.43;0.822;0.834
142;3549904;SÃO JOSÉ DOS CAMPOS;SP;2;LUIZ INÁCIO LULA DA SILVA;PT;Presidente;427611;159996;2010.0;1190.96;1.18;14.51;9.62;50.76;14.66;0.807;0.804
143;3301009;CAMPOS DOS GOYTACAZES;RJ;1;JAIR MESSIAS BOLSONARO;PL;Presidente;274762;159381;2010.0;682.59;4.77;16.18;10.46;49.74;8.29;0.716;0.715
144;4202404;BLUMENAU;SC;2;JAIR MESSIAS BOLSONARO;PL;Presidente;211548;159256;2010.0;1253.17;0.87;15.21;6.64;40.18;29.79;0.806;0.812
145;3304557;RIO DE JANEIRO;RJ;1;SIMONE NASSAR TEBET;MDB;Presidente;3608284;159208;2010.0;1492.63;0.31;16.44;5.91;61.93;6.32;0.799;0.84
146;4115200;MARINGÁ;PR;2;JAIR MESSIAS BOLSONARO;PL;Presidente;231936;157051;2010.0;1202.63;2.19;20.93;6.73;49.38;14.73;0.808;0.806
147;3549805;SÃO JOSÉ DO RIO PRETO;SP;1;JAIR MESSIAS BOLSONARO;PL;Presidente;256737;156389;2010.0;1169.16;1.53;18.74;6.45;46.85;12.86;0.797;0.801
148;3538709;PIRACICABA;SP;2;JAIR MESSIAS BOLSONARO;PL;Presidente;229328;155716;2010.0;1143.2;2.24;16.75;7.59;45.06;19.49;0.785;0.797
149;3303302;NITERÓI;RJ;2;JAIR MESSIAS BOLSONARO;PL;Presidente;318068;155186;2010.0;2000.29;0.42;13.03;5.23;69.25;5.31;0.837;0.887
